Location,Year,Rural TFR,Urban TFR
Maharashtra,1986,4,3
Maharashtra,1987,3.700000047683716,3
Maharashtra,1988,3.9000000953674316,2.799999952316284
Maharashtra,1989,3.5999999046325684,2.9000000953674316
Maharashtra,1990,3.5999999046325684,2.5999999046325684
Maharashtra,1991,3.4000000953674316,2.5
Maharashtra,1992,3.299999952316284,2.299999952316284
Maharashtra,1993,3.200000047683716,2.700000047683716
Maharashtra,1994,3.200000047683716,2.5999999046325684
Maharashtra,1995,3.299999952316284,2.5
Maharashtra,1996,3.200000047683716,2.4000000953674316
Maharashtra,1997,3,2.299999952316284
Maharashtra,1998,2.9000000953674316,2.299999952316284
Maharashtra,1999,2.700000047683716,2.299999952316284
Maharashtra,2000,2.5999999046325684,2.200000047683716
Maharashtra,2001,2.5999999046325684,2.200000047683716
Maharashtra,2002,2.5,2.200000047683716
Maharashtra,2003,2.4000000953674316,2.0999999046325684
Maharashtra,2004,2.4000000953674316,1.899999976158142
Maharashtra,2005,2.4000000953674316,1.899999976158142
Maharashtra,2006,2.299999952316284,1.7999999523162842
Maharashtra,2007,2.200000047683716,1.7999999523162842
Maharashtra,2008,2.0999999046325684,1.7000000476837158
Maharashtra,2009,2.0999999046325684,1.7999999523162842
Maharashtra,2010,2,1.7000000476837158
Maharashtra,2011,1.899999976158142,1.600000023841858
Maharashtra,2012,2,1.600000023841858
Maharashtra,2013,1.899999976158142,1.600000023841858
Maharashtra,2014,1.899999976158142,1.7000000476837158
Maharashtra,2015,2,1.600000023841858
Maharashtra,2016,1.899999976158142,1.600000023841858
Maharashtra,2017,1.7999999523162842,1.5
Maharashtra,2018,1.7999999523162842,1.5
Maharashtra,2019,1.7000000476837158,1.5
Maharashtra,2020,1.600000023841858,1.399999976158142
Maharashtra,2021,1.600000023841858,1.399999976158142
Maharashtra,2022,1.7000000476837158,1.399999976158142
Maharashtra,2023,1.600000023841858,1.2999999523162842
Odisha,1972,4.699999809265137,4
Odisha,1973,4.900000095367432,4.199999809265137
Odisha,1974,4.699999809265137,4.099999904632568
Odisha,1975,4.699999809265137,4.099999904632568
Odisha,1976,4.800000190734863,3.799999952316284
Odisha,1977,4.099999904632568,3.4000000953674316
Odisha,1978,4.5,3.700000047683716
Odisha,1979,4.099999904632568,3.9000000953674316
Odisha,1980,4.199999809265137,3.700000047683716
Odisha,1981,4.300000190734863,3.700000047683716
Odisha,1982,4.400000095367432,3.799999952316284
Odisha,1983,4.599999904632568,3.700000047683716
Odisha,1984,4.400000095367432,3.5999999046325684
Odisha,1985,3.9000000953674316,3.299999952316284
Odisha,1986,4.300000190734863,3.0999999046325684
Odisha,1987,3.799999952316284,3
Odisha,1988,3.9000000953674316,3
Odisha,1989,3.700000047683716,2.700000047683716
Odisha,1990,3.5999999046325684,2.5999999046325684
Odisha,1991,3.4000000953674316,2.299999952316284
Odisha,1992,3.200000047683716,2.299999952316284
Odisha,1993,3.200000047683716,2.700000047683716
Odisha,1994,3.4000000953674316,2.5
Odisha,1995,3.4000000953674316,2.4000000953674316
Odisha,1996,3.299999952316284,2.299999952316284
Odisha,1997,3.0999999046325684,2.200000047683716
Odisha,1998,3,2.299999952316284
Odisha,1999,2.799999952316284,2.200000047683716
Odisha,2000,2.9000000953674316,2.0999999046325684
Odisha,2001,2.700000047683716,2.0999999046325684
Odisha,2002,2.700000047683716,2
Odisha,2003,2.5999999046325684,2
Odisha,2004,2.799999952316284,1.899999976158142
Odisha,2005,2.700000047683716,1.7000000476837158
Odisha,2006,2.5999999046325684,1.7000000476837158
Odisha,2007,2.5,1.7000000476837158
Odisha,2008,2.5,1.600000023841858
Odisha,2009,2.5,1.600000023841858
Odisha,2010,2.4000000953674316,1.600000023841858
Odisha,2011,2.299999952316284,1.5
Odisha,2012,2.200000047683716,1.5
Odisha,2013,2.200000047683716,1.5
Odisha,2014,2.200000047683716,1.5
Odisha,2015,2.0999999046325684,1.399999976158142
Odisha,2016,2.0999999046325684,1.399999976158142
Odisha,2017,2,1.2999999523162842
Odisha,2018,2,1.2999999523162842
Odisha,2019,1.899999976158142,1.2999999523162842
Odisha,2020,1.899999976158142,1.2000000476837158
Odisha,2021,1.899999976158142,1.2000000476837158
Odisha,2022,1.7999999523162842,1.2000000476837158
Odisha,2023,1.7999999523162842,1.2000000476837158
Punjab,1972,5.699999809265137,4.099999904632568
Punjab,1973,5.400000095367432,4
Punjab,1974,5.099999904632568,3.9000000953674316
Punjab,1975,5,3.9000000953674316
Punjab,1976,5.099999904632568,3.799999952316284
Punjab,1977,4.599999904632568,3.5999999046325684
Punjab,1978,4.199999809265137,3.299999952316284
Punjab,1979,3.9000000953674316,3.4000000953674316
Punjab,1980,4.099999904632568,3.4000000953674316
Punjab,1981,4.099999904632568,3.4000000953674316
Punjab,1982,4.199999809265137,3.5
Punjab,1983,4.199999809265137,3.4000000953674316
Punjab,1984,3.9000000953674316,3.299999952316284
Punjab,1985,3.5999999046325684,3.0999999046325684
Punjab,1986,3.5999999046325684,3.0999999046325684
Punjab,1987,3.5,3.0999999046325684
Punjab,1988,3.5,3.0999999046325684
Punjab,1989,3.5,3
Punjab,1990,3.4000000953674316,2.9000000953674316
Punjab,1991,3.200000047683716,2.799999952316284
Punjab,1992,3.200000047683716,2.700000047683716
Punjab,1993,3.200000047683716,2.5999999046325684
Punjab,1994,3,2.5999999046325684
Punjab,1995,3.0999999046325684,2.4000000953674316
Punjab,1996,3,2.200000047683716
Punjab,1997,2.9000000953674316,2.200000047683716
Punjab,1998,2.700000047683716,2.0999999046325684
Punjab,1999,2.5999999046325684,2.0999999046325684
Punjab,2000,2.5999999046325684,2.0999999046325684
Punjab,2001,2.5,2.0999999046325684
Punjab,2002,2.4000000953674316,2
Punjab,2003,2.4000000953674316,2
Punjab,2004,2.299999952316284,2
Punjab,2005,2.200000047683716,1.899999976158142
Punjab,2006,2.0999999046325684,1.899999976158142
Punjab,2007,2.0999999046325684,1.7999999523162842
Punjab,2008,2,1.7999999523162842
Punjab,2009,1.899999976158142,1.7000000476837158
Punjab,2010,1.7999999523162842,1.7000000476837158
Punjab,2011,1.7999999523162842,1.7000000476837158
Punjab,2012,1.7000000476837158,1.600000023841858
Punjab,2013,1.7000000476837158,1.600000023841858
Punjab,2014,1.7000000476837158,1.600000023841858
Punjab,2015,1.7000000476837158,1.5
Punjab,2016,1.7000000476837158,1.600000023841858
Punjab,2017,1.7000000476837158,1.5
Punjab,2018,1.7000000476837158,1.5
Punjab,2019,1.600000023841858,1.399999976158142
Punjab,2020,1.600000023841858,1.399999976158142
Punjab,2021,1.600000023841858,1.399999976158142
Punjab,2022,1.600000023841858,1.399999976158142
Punjab,2023,1.5,1.399999976158142
Rajasthan,1973,5.800000190734863,4.699999809265137
Rajasthan,1974,5.599999904632568,4.400000095367432
Rajasthan,1975,5.599999904632568,4.400000095367432
Rajasthan,1976,5.099999904632568,3.799999952316284
Rajasthan,1977,5.199999809265137,3.9000000953674316
Rajasthan,1978,5.300000190734863,3.9000000953674316
Rajasthan,1979,5.300000190734863,4.400000095367432
Rajasthan,1980,5.800000190734863,4.5
Rajasthan,1981,5.5,4.199999809265137
Rajasthan,1982,5.599999904632568,4.400000095367432
Rajasthan,1983,6.199999809265137,4.599999904632568
Rajasthan,1984,6,4.5
Rajasthan,1985,5.800000190734863,4.300000190734863
Rajasthan,1986,5.300000190734863,3.799999952316284
Rajasthan,1987,5,3.9000000953674316
Rajasthan,1988,4.800000190734863,3.5999999046325684
Rajasthan,1989,5,3.5999999046325684
Rajasthan,1990,4.800000190734863,3.5
Rajasthan,1991,4.900000095367432,3.700000047683716
Rajasthan,1992,4.800000190734863,3.299999952316284
Rajasthan,1993,4.699999809265137,3.5
Rajasthan,1994,4.800000190734863,3.4000000953674316
Rajasthan,1995,4.699999809265137,3.200000047683716
Rajasthan,1996,4.5,3
Rajasthan,1997,4.5,3
Rajasthan,1998,4.400000095367432,3
Rajasthan,1999,4.400000095367432,3
Rajasthan,2000,4.400000095367432,2.9000000953674316
Rajasthan,2001,4.300000190734863,2.799999952316284
Rajasthan,2002,4.099999904632568,2.700000047683716
Rajasthan,2003,4,2.700000047683716
Rajasthan,2004,4.099999904632568,2.700000047683716
Rajasthan,2005,4,2.700000047683716
Rajasthan,2006,3.799999952316284,2.700000047683716
Rajasthan,2007,3.700000047683716,2.5999999046325684
Rajasthan,2008,3.5999999046325684,2.5
Rajasthan,2009,3.5999999046325684,2.5
Rajasthan,2010,3.299999952316284,2.4000000953674316
Rajasthan,2011,3.200000047683716,2.4000000953674316
Rajasthan,2012,3.0999999046325684,2.299999952316284
Rajasthan,2013,3,2.299999952316284
Rajasthan,2014,2.9000000953674316,2.299999952316284
Rajasthan,2015,2.799999952316284,2.299999952316284
Rajasthan,2016,2.799999952316284,2.299999952316284
Rajasthan,2017,2.700000047683716,2.200000047683716
Rajasthan,2018,2.700000047683716,2.200000047683716
Rajasthan,2019,2.5999999046325684,2.0999999046325684
Rajasthan,2020,2.5,2
Rajasthan,2021,2.5999999046325684,2.0999999046325684
Rajasthan,2022,2.5999999046325684,2.0999999046325684
Rajasthan,2023,2.4000000953674316,2.0999999046325684
Tamil Nadu,1972,4.400000095367432,3
Tamil Nadu,1973,4.199999809265137,2.9000000953674316
Tamil Nadu,1974,4,2.799999952316284
Tamil Nadu,1975,4.199999809265137,3
Tamil Nadu,1976,4.099999904632568,3.0999999046325684
Tamil Nadu,1977,3.9000000953674316,3.9000000953674316
Tamil Nadu,1978,3.799999952316284,3
Tamil Nadu,1979,3.799999952316284,3.200000047683716
Tamil Nadu,1980,3.700000047683716,2.799999952316284
Tamil Nadu,1981,3.700000047683716,2.700000047683716
Tamil Nadu,1982,3.700000047683716,2.799999952316284
Tamil Nadu,1983,3.5999999046325684,2.799999952316284
Tamil Nadu,1984,3.5,3
Tamil Nadu,1985,3,2.5
Tamil Nadu,1986,2.799999952316284,2.4000000953674316
Tamil Nadu,1987,2.799999952316284,2.4000000953674316
Tamil Nadu,1988,2.700000047683716,2.0999999046325684
Tamil Nadu,1989,2.700000047683716,2.200000047683716
Tamil Nadu,1990,2.5,2.0999999046325684
Tamil Nadu,1991,2.299999952316284,2
Tamil Nadu,1992,2.299999952316284,2
Tamil Nadu,1993,2.200000047683716,2
Tamil Nadu,1994,2.200000047683716,1.899999976158142
Tamil Nadu,1995,2.299999952316284,1.899999976158142
Tamil Nadu,1996,2.200000047683716,1.7999999523162842
Tamil Nadu,1997,2.0999999046325684,1.7999999523162842
Tamil Nadu,1998,2.0999999046325684,1.7999999523162842
Tamil Nadu,1999,2.0999999046325684,1.7999999523162842
Tamil Nadu,2000,2.200000047683716,1.7999999523162842
Tamil Nadu,2001,2.0999999046325684,1.7999999523162842
Tamil Nadu,2002,2.0999999046325684,1.7999999523162842
Tamil Nadu,2003,2,1.7000000476837158
Tamil Nadu,2004,2,1.600000023841858
Tamil Nadu,2005,1.7999999523162842,1.600000023841858
Tamil Nadu,2006,1.7999999523162842,1.600000023841858
Tamil Nadu,2007,1.7000000476837158,1.5
Tamil Nadu,2008,1.7000000476837158,1.600000023841858
Tamil Nadu,2009,1.7999999523162842,1.7000000476837158
Tamil Nadu,2010,1.7999999523162842,1.600000023841858
Tamil Nadu,2011,1.7000000476837158,1.7000000476837158
Tamil Nadu,2012,1.7000000476837158,1.7000000476837158
Tamil Nadu,2013,1.7000000476837158,1.7000000476837158
Tamil Nadu,2014,1.7000000476837158,1.7000000476837158
Tamil Nadu,2015,1.7000000476837158,1.600000023841858
Tamil Nadu,2016,1.7000000476837158,1.600000023841858
Tamil Nadu,2017,1.600000023841858,1.600000023841858
Tamil Nadu,2018,1.600000023841858,1.600000023841858
Tamil Nadu,2019,1.5,1.5
Tamil Nadu,2020,1.399999976158142,1.5
Tamil Nadu,2021,1.399999976158142,1.5
Tamil Nadu,2022,1.2999999523162842,1.2999999523162842
Tamil Nadu,2023,1.2999999523162842,1.2999999523162842
Telangana,2014,1.899999976158142,1.7000000476837158
Telangana,2015,1.899999976158142,1.600000023841858
Telangana,2016,1.7999999523162842,1.600000023841858
Telangana,2017,1.7000000476837158,1.600000023841858
Telangana,2018,1.7000000476837158,1.5
Telangana,2019,1.7000000476837158,1.5
Telangana,2020,1.600000023841858,1.5
Telangana,2021,1.600000023841858,1.5
Telangana,2022,1.7000000476837158,1.5
Telangana,2023,1.600000023841858,1.5
Uttar Pradesh,1972,6.900000095367432,4.800000190734863
Uttar Pradesh,1973,6.599999904632568,4.800000190734863
Uttar Pradesh,1974,6.599999904632568,4.900000095367432
Uttar Pradesh,1975,6.900000095367432,4.800000190734863
Uttar Pradesh,1976,6.099999904632568,4.5
Uttar Pradesh,1977,6.400000095367432,4.400000095367432
Uttar Pradesh,1978,6.199999809265137,4.300000190734863
Uttar Pradesh,1979,6,4.400000095367432
Uttar Pradesh,1980,6.099999904632568,4.400000095367432
Uttar Pradesh,1981,6.099999904632568,4.099999904632568
Uttar Pradesh,1982,6,4.199999809265137
Uttar Pradesh,1983,6.099999904632568,4.599999904632568
Uttar Pradesh,1984,6.199999809265137,4.800000190734863
Uttar Pradesh,1985,5.900000095367432,4.199999809265137
Uttar Pradesh,1986,5.800000190734863,4
Uttar Pradesh,1987,5.800000190734863,4.300000190734863
Uttar Pradesh,1988,5.599999904632568,4.199999809265137
Uttar Pradesh,1989,5.699999809265137,3.5999999046325684
Uttar Pradesh,1990,5.5,3.799999952316284
Uttar Pradesh,1991,5.400000095367432,3.700000047683716
Uttar Pradesh,1992,5.599999904632568,3.799999952316284
Uttar Pradesh,1993,5.400000095367432,4.5
Uttar Pradesh,1994,5.400000095367432,4
Uttar Pradesh,1995,5.199999809265137,3.9000000953674316
Uttar Pradesh,1996,5.099999904632568,3.700000047683716
Uttar Pradesh,1997,5,3.700000047683716
Uttar Pradesh,1998,4.800000190734863,3.5999999046325684
Uttar Pradesh,1999,5,3.5999999046325684
Uttar Pradesh,2000,5,3.5
Uttar Pradesh,2001,4.800000190734863,3.4000000953674316
Uttar Pradesh,2002,4.699999809265137,3.299999952316284
Uttar Pradesh,2003,4.599999904632568,3.4000000953674316
Uttar Pradesh,2004,4.699999809265137,3.4000000953674316
Uttar Pradesh,2005,4.5,3.299999952316284
Uttar Pradesh,2006,4.400000095367432,3.200000047683716
Uttar Pradesh,2007,4.199999809265137,3.0999999046325684
Uttar Pradesh,2008,4,3
Uttar Pradesh,2009,3.9000000953674316,3
Uttar Pradesh,2010,3.700000047683716,2.700000047683716
Uttar Pradesh,2011,3.5999999046325684,2.5999999046325684
Uttar Pradesh,2012,3.4000000953674316,2.5
Uttar Pradesh,2013,3.299999952316284,2.5
Uttar Pradesh,2014,3.4000000953674316,2.5
Uttar Pradesh,2015,3.4000000953674316,2.4000000953674316
Uttar Pradesh,2016,3.4000000953674316,2.4000000953674316
Uttar Pradesh,2017,3.200000047683716,2.4000000953674316
Uttar Pradesh,2018,3.0999999046325684,2.4000000953674316
Uttar Pradesh,2019,3.0999999046325684,2.4000000953674316
Uttar Pradesh,2020,2.9000000953674316,2.299999952316284
Uttar Pradesh,2021,2.9000000953674316,2.299999952316284
Uttar Pradesh,2022,2.799999952316284,2.200000047683716
Uttar Pradesh,2023,2.700000047683716,2.200000047683716
Uttarakhand,2014,2.0999999046325684,1.899999976158142
Uttarakhand,2015,2,1.7999999523162842
Uttarakhand,2016,1.899999976158142,1.7000000476837158
Uttarakhand,2017,1.899999976158142,1.7999999523162842
Uttarakhand,2018,1.7999999523162842,1.7999999523162842
Uttarakhand,2019,1.899999976158142,1.7999999523162842
Uttarakhand,2020,1.7999999523162842,1.7000000476837158
Uttarakhand,2021,1.7999999523162842,1.7000000476837158
Uttarakhand,2022,1.899999976158142,1.600000023841858
Uttarakhand,2023,1.7999999523162842,1.600000023841858
West Bengal,1981,4.800000190734863,2.4000000953674316
West Bengal,1982,4.800000190734863,2.5
West Bengal,1983,4.800000190734863,2.5999999046325684
West Bengal,1984,4.5,2.4000000953674316
West Bengal,1985,4.199999809265137,2.5
West Bengal,1986,4.199999809265137,2.299999952316284
West Bengal,1987,4.400000095367432,2.4000000953674316
West Bengal,1988,4,2.200000047683716
West Bengal,1989,3.799999952316284,2.0999999046325684
West Bengal,1990,3.9000000953674316,2.0999999046325684
West Bengal,1991,3.5999999046325684,2.0999999046325684
West Bengal,1992,3.4000000953674316,1.899999976158142
West Bengal,1993,3.4000000953674316,2.0999999046325684
West Bengal,1994,3.4000000953674316,2
West Bengal,1995,3.0999999046325684,1.899999976158142
West Bengal,1996,2.9000000953674316,1.7999999523162842
West Bengal,1997,2.9000000953674316,1.7999999523162842
West Bengal,1998,2.700000047683716,1.7000000476837158
West Bengal,1999,2.700000047683716,1.600000023841858
West Bengal,2000,2.700000047683716,1.600000023841858
West Bengal,2001,2.700000047683716,1.600000023841858
West Bengal,2002,2.5,1.600000023841858
West Bengal,2003,2.5,1.600000023841858
West Bengal,2004,2.5,1.5
West Bengal,2005,2.4000000953674316,1.399999976158142
West Bengal,2006,2.200000047683716,1.2999999523162842
West Bengal,2007,2.0999999046325684,1.399999976158142
West Bengal,2008,2.0999999046325684,1.2999999523162842
West Bengal,2009,2.0999999046325684,1.2999999523162842
West Bengal,2010,2,1.2999999523162842
West Bengal,2011,1.899999976158142,1.2999999523162842
West Bengal,2012,1.7999999523162842,1.2000000476837158
West Bengal,2013,1.7999999523162842,1.2000000476837158
West Bengal,2014,1.7000000476837158,1.2000000476837158
West Bengal,2015,1.7000000476837158,1.2000000476837158
West Bengal,2016,1.7000000476837158,1.2999999523162842
West Bengal,2017,1.7000000476837158,1.2999999523162842
West Bengal,2018,1.7000000476837158,1.2000000476837158
West Bengal,2019,1.600000023841858,1.2000000476837158
West Bengal,2020,1.5,1.100000023841858
West Bengal,2021,1.5,1.2000000476837158
West Bengal,2022,1.5,1.2000000476837158
West Bengal,2023,1.399999976158142,1.100000023841858
